iter	MultiClass
786	0.1664603485
787	0.16642846
788	0.1663072858
789	0.1662530838
790	0.1662347389
791	0.1661920296
792	0.166153821
793	0.1661023359
794	0.1660659985
795	0.1660274419
796	0.1659651722
797	0.1658668887
798	0.1658206203
799	0.1657651213
800	0.165730637
801	0.1657072359
802	0.1656771582
803	0.1656529705
804	0.1655364676
805	0.1655134461
806	0.1654472141
807	0.1653672081
808	0.1653257929
809	0.1652644055
810	0.1652368707
811	0.1652195155
812	0.1651586849
813	0.1650924823
814	0.1650460929
815	0.1650135533
816	0.1649966522
817	0.1649125627
818	0.1648726952
819	0.1648395226
820	0.1648046054
821	0.1647641502
822	0.1647455607
823	0.1646775339
824	0.164628775
825	0.164534306
826	0.1645191095
827	0.1644628228
828	0.164369731
829	0.1642791752
830	0.1642337131
831	0.1642169789
832	0.1641840912
833	0.1641534982
834	0.1641320839
835	0.1640912831
836	0.1640480048
837	0.1640328206
838	0.16401735
839	0.1639798148
840	0.1639038957
841	0.1638569895
842	0.1638121039
843	0.1637978303
844	0.1637527936
845	0.1637176669
846	0.1636870567
847	0.1636481475
848	0.1636313086
849	0.1635657273
850	0.1635170298
851	0.163434013
852	0.1634085805
853	0.1633526077
854	0.1632877342
855	0.1632570506
856	0.1632423551
857	0.1632069975
858	0.1631372707
859	0.1631214648
860	0.1630536813
861	0.1630381771
862	0.1629986163
863	0.1628741375
864	0.1628250042
865	0.1628080112
866	0.1627592881
867	0.1627275593
868	0.1626850491
869	0.1626526043
870	0.1626263682
871	0.1625901408
872	0.1625656103
873	0.1625409178
874	0.1624972849
875	0.1624645548
876	0.1624347684
877	0.1623680161
878	0.1623378049
879	0.1623078334
880	0.1622615554
881	0.1621919336
882	0.1621423006
883	0.1620834289
884	0.1620011918
885	0.1619761654
886	0.1619367492
887	0.1619174417
888	0.1618991895
889	0.1618587501
890	0.1618459411
891	0.1618096173
892	0.161785305
893	0.1617421917
894	0.1616549993
895	0.1616209536
896	0.161540992
897	0.1615230448
898	0.1614950679
899	0.1614660846
900	0.1614534494
901	0.1614318066
902	0.1613887207
903	0.1613625869
904	0.1613397201
905	0.1613023512
906	0.1612543199
907	0.1612372286
908	0.1612205745
909	0.1611969126
910	0.1611269396
911	0.1611146435
912	0.1610699963
913	0.1610190078
914	0.1609763182
915	0.160959909
916	0.160934419
917	0.160898772
918	0.1608831858
919	0.1608582436
920	0.1608024574
921	0.1607852025
922	0.1607737826
923	0.1607521509
924	0.1607323513
925	0.1606812212
926	0.1606663966
927	0.1606327334
928	0.1606095636
929	0.1605539798
930	0.1605384113
931	0.1605164774
932	0.1604489987
933	0.1604270652
934	0.1603973859
935	0.1603864752
936	0.1603574122
937	0.1603469469
938	0.1603174353
939	0.1602855965
940	0.1602696227
941	0.1602233573
942	0.1602002343
943	0.160141225
944	0.1601308024
945	0.1600756972
946	0.1600461974
947	0.1600106945
948	0.1599989952
949	0.1599852605
950	0.1599662915
951	0.1599338239
952	0.1598594652
953	0.1598495008
954	0.1598129986
955	0.1597890375
956	0.1597616271
957	0.1597471885
958	0.1597064082
959	0.1596812344
960	0.1596713101
961	0.1596601406
962	0.1596012887
963	0.1595540313
964	0.1595016423
965	0.1594434198
966	0.1594299452
967	0.1593957862
968	0.159356519
969	0.1593468496
970	0.159270238
971	0.1592430588
972	0.1591964587
973	0.1591737035
974	0.1591518938
975	0.1591296319
976	0.1590953469
977	0.159084783
978	0.1590406779
979	0.1589960419
980	0.1589755816
981	0.1589403737
982	0.1589298955
983	0.1588782907
984	0.1588447843
985	0.1588345453
986	0.1587614705
987	0.158734337
988	0.1587252989
989	0.1587067449
990	0.1586882329
991	0.1586518627
992	0.1586185028
993	0.1585971372
994	0.158588164
995	0.1585782754
996	0.1585692672
997	0.1585565868
998	0.1585251965
999	0.1585155305
